SeqGeral	plot_name	Epoca	Acession_name	bloco	plant_number	Obs	Ramificacao	DataR0	Dia	Mes	Mesfev	Ano	NumRam	CompR	Altura total	QuantR	EscalaLEO	NumFrutosR0	NumSemR0	DAPR	DAPR1ano	DAPR1ano_Ext	NumEvRam	NumTFruto	NumTSem
21334	2011-34-41.6.1.4	6	2011-34-41	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21335	2011-34-41.6.1.5	6	2011-34-41	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21336	BGM-1760.6.1.1	6	BGM-1760	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21337	BGM-1760.6.1.2	6	BGM-1760	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21338	BGM-1760.6.1.3	6	BGM-1760	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21339	BGM-1760.6.1.4	6	BGM-1760	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21340	BGM-1760.6.1.5	6	BGM-1760	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21341	BGM-0707.6.1.1	6	BGM-0707	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21342	BGM-0707.6.1.2	6	BGM-0707	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21343	BGM-0707.6.1.3	6	BGM-0707	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21344	BGM-0707.6.1.4	6	BGM-0707	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21345	BGM-0707.6.1.5	6	BGM-0707	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21346	Cigana.6.1.1	6	Cigana	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21347	Cigana.6.1.2	6	Cigana	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21348	Cigana.6.1.3	6	Cigana	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21349	Cigana.6.1.4	6	Cigana	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21350	Cigana.6.1.5	6	Cigana	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21351	2011-34-69.6.1.1	6	2011-34-69	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21352	2011-34-69.6.1.2	6	2011-34-69	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21353	2011-34-69.6.1.3	6	2011-34-69	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21354	2011-34-69.6.1.4	6	2011-34-69	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21355	2011-34-69.6.1.5	6	2011-34-69	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21356	Corrente.6.1.1	6	Corrente	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21357	Corrente.6.1.2	6	Corrente	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21358	Corrente.6.1.3	6	Corrente	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21359	Corrente.6.1.4	6	Corrente	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21360	Corrente.6.1.5	6	Corrente	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21361	BGM-0935.6.1.1	6	BGM-0935	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21362	BGM-0935.6.1.2	6	BGM-0935	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21363	BGM-0935.6.1.3	6	BGM-0935	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21364	BGM-0935.6.1.4	6	BGM-0935	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21365	BGM-0935.6.1.5	6	BGM-0935	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21366	BGM-0598.6.1.1	6	BGM-0598	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21367	BGM-0598.6.1.2	6	BGM-0598	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21368	BGM-0598.6.1.3	6	BGM-0598	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21369	BGM-0598.6.1.4	6	BGM-0598	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21370	BGM-0598.6.1.5	6	BGM-0598	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21371	BRSCS-01.6.1.1	6	BRSCS-01	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21372	BRSCS-01.6.1.2	6	BRSCS-01	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21373	BRSCS-01.6.1.3	6	BRSCS-01	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21374	BRSCS-01.6.1.4	6	BRSCS-01	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21375	BRSCS-01.6.1.5	6	BRSCS-01	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21376	BRS-NovoHorizonte.6.1.1	6	BRS-NovoHorizonte	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21377	BRS-NovoHorizonte.6.1.2	6	BRS-NovoHorizonte	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21378	BRS-NovoHorizonte.6.1.3	6	BRS-NovoHorizonte	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21379	BRS-NovoHorizonte.6.1.4	6	BRS-NovoHorizonte	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21380	BRS-NovoHorizonte.6.1.5	6	BRS-NovoHorizonte	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21381	BRS-Caipira.6.1.1	6	BRS-Caipira	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21382	BRS-Caipira.6.1.2	6	BRS-Caipira	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21383	BRS-Caipira.6.1.3	6	BRS-Caipira	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21384	BRS-Caipira.6.1.4	6	BRS-Caipira	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21385	BRS-Caipira.6.1.5	6	BRS-Caipira	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21386	BGM-0062.6.1.1	6	BGM-0062	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21387	BGM-0062.6.1.2	6	BGM-0062	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21388	BGM-0062.6.1.3	6	BGM-0062	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21389	BGM-0062.6.1.4	6	BGM-0062	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21390	BGM-0062.6.1.5	6	BGM-0062	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21391	BGM-0630.6.1.1	6	BGM-0630	1	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21392	BGM-0630.6.1.2	6	BGM-0630	1	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21393	BGM-0630.6.1.3	6	BGM-0630	1	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21394	BGM-0630.6.1.4	6	BGM-0630	1	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21395	BGM-0630.6.1.5	6	BGM-0630	1	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21396	BRS-Mulatinha.6.2.1	6	BRS-Mulatinha	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21397	BRS-Mulatinha.6.2.2	6	BRS-Mulatinha	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21398	BRS-Mulatinha.6.2.3	6	BRS-Mulatinha	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21399	BRS-Mulatinha.6.2.4	6	BRS-Mulatinha	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21400	BRS-Mulatinha.6.2.5	6	BRS-Mulatinha	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21401	BGM-0593.6.2.1	6	BGM-0593	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21402	BGM-0593.6.2.2	6	BGM-0593	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21403	BGM-0593.6.2.3	6	BGM-0593	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21404	BGM-0593.6.2.4	6	BGM-0593	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21405	BGM-0593.6.2.5	6	BGM-0593	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21406	Eucalipto.6.2.1	6	Eucalipto	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21407	Eucalipto.6.2.2	6	Eucalipto	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21408	Eucalipto.6.2.3	6	Eucalipto	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21409	Eucalipto.6.2.4	6	Eucalipto	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21410	Eucalipto.6.2.5	6	Eucalipto	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21411	BGM-0707.6.2.1	6	BGM-0707	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21412	BGM-0707.6.2.2	6	BGM-0707	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21413	BGM-0707.6.2.3	6	BGM-0707	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21414	BGM-0707.6.2.4	6	BGM-0707	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21415	BGM-0707.6.2.5	6	BGM-0707	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21416	BGM-0590.6.2.1	6	BGM-0590	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21417	BGM-0590.6.2.2	6	BGM-0590	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21418	BGM-0590.6.2.3	6	BGM-0590	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21419	BGM-0590.6.2.4	6	BGM-0590	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21420	BGM-0590.6.2.5	6	BGM-0590	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21421	BGM-1118.6.2.1	6	BGM-1118	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21422	BGM-1118.6.2.2	6	BGM-1118	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21423	BGM-1118.6.2.3	6	BGM-1118	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21424	BGM-1118.6.2.4	6	BGM-1118	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21425	BGM-1118.6.2.5	6	BGM-1118	2	0	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21426	BRS-Tapioqueira.6.2.1	6	BRS-Tapioqueira	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21427	BRS-Tapioqueira.6.2.2	6	BRS-Tapioqueira	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21428	BRS-Tapioqueira.6.2.3	6	BRS-Tapioqueira	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21429	BRS-Tapioqueira.6.2.4	6	BRS-Tapioqueira	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21430	BRS-Tapioqueira.6.2.5	6	BRS-Tapioqueira	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21431	Salangor.6.2.1	6	Salangor	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21432	Salangor.6.2.2	6	Salangor	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21433	Salangor.6.2.3	6	Salangor	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21434	Salangor.6.2.4	6	Salangor	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21435	Salangor.6.2.5	6	Salangor	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21436	2011-34-41.6.2.1	6	2011-34-41	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21437	2011-34-41.6.2.2	6	2011-34-41	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21438	2011-34-41.6.2.3	6	2011-34-41	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21439	2011-34-41.6.2.4	6	2011-34-41	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21440	2011-34-41.6.2.5	6	2011-34-41	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21441	BRS-GemadeOvo.6.2.1	6	BRS-GemadeOvo	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21442	BRS-GemadeOvo.6.2.2	6	BRS-GemadeOvo	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21443	BRS-GemadeOvo.6.2.3	6	BRS-GemadeOvo	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21444	BRS-GemadeOvo.6.2.4	6	BRS-GemadeOvo	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21445	BRS-GemadeOvo.6.2.5	6	BRS-GemadeOvo	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21446	BGM-0945.6.2.1	6	BGM-0945	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21447	BGM-0945.6.2.2	6	BGM-0945	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21448	BGM-0945.6.2.3	6	BGM-0945	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21449	BGM-0945.6.2.4	6	BGM-0945	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21450	BGM-0945.6.2.5	6	BGM-0945	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21451	BGM-0195.6.2.1	6	BGM-0195	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21452	BGM-0195.6.2.2	6	BGM-0195	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21453	BGM-0195.6.2.3	6	BGM-0195	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21454	BGM-0195.6.2.4	6	BGM-0195	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21455	BGM-0195.6.2.5	6	BGM-0195	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21456	NegaMaluca.6.2.1	6	NegaMaluca	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21457	NegaMaluca.6.2.2	6	NegaMaluca	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21458	NegaMaluca.6.2.3	6	NegaMaluca	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21459	NegaMaluca.6.2.4	6	NegaMaluca	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21460	NegaMaluca.6.2.5	6	NegaMaluca	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21461	BGM-0935.6.2.1	6	BGM-0935	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21462	BGM-0935.6.2.2	6	BGM-0935	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21463	BGM-0935.6.2.3	6	BGM-0935	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21464	BGM-0935.6.2.4	6	BGM-0935	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21465	BGM-0935.6.2.5	6	BGM-0935	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21466	BGM-1760.6.2.1	6	BGM-1760	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21467	BGM-1760.6.2.2	6	BGM-1760	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21468	BGM-1760.6.2.3	6	BGM-1760	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21469	BGM-1760.6.2.4	6	BGM-1760	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21470	BGM-1760.6.2.5	6	BGM-1760	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21471	BRS-Kiriris.6.2.1	6	BRS-Kiriris	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21472	BRS-Kiriris.6.2.2	6	BRS-Kiriris	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21473	BRS-Kiriris.6.2.3	6	BRS-Kiriris	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21474	BRS-Kiriris.6.2.4	6	BRS-Kiriris	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21475	BRS-Kiriris.6.2.5	6	BRS-Kiriris	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21476	BRS-PotiBranca.6.2.1	6	BRS-PotiBranca	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21477	BRS-PotiBranca.6.2.2	6	BRS-PotiBranca	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21478	BRS-PotiBranca.6.2.3	6	BRS-PotiBranca	2	3	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21479	BRS-PotiBranca.6.2.4	6	BRS-PotiBranca	2	4	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21480	BRS-PotiBranca.6.2.5	6	BRS-PotiBranca	2	5	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21481	BGM-1722.6.2.1	6	BGM-1722	2	1	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
21482	BGM-1722.6.2.2	6	BGM-1722	2	2	Ok	Ram6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
